개소,공원종류,권역,공원명,위치,조성연도,  조성면적  ,관리기관,관리자 연락처,데이터기준일자
579,근린공원,남부,향남2지구 2호근린(방축공원),"향남읍 하길리 1507-1,1497,방축리468",2016,74534 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
580,근린공원,남부,향남2지구 3호근린(오음공원),"향남읍 하길리 1512,1524,1528,1528-1,상신리1252,1281",2016,274519 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
581,근린공원,남부,향남2지구 4호근린(신정공원),"향남읍 상신리 1257,1257-1",2016,16049 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
582,근린공원,남부,향남2지구 5호근린(한우리공원),향남읍 상신리 1308,2016,34893 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
583,근린공원,남부,향남2지구 6호근린(손개공원),"향남읍 상신리 1329-1,4,5,6,7",2016,19084 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
584,어린이공원,남부,교통 어린이공원,향남읍 행정리 466,2009,8826 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
585,어린이공원,남부,댓골 어린이공원,향남읍 행정리 475-1,2009,3894 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
586,어린이공원,남부,도와지뜰 어린이공원,향남읍 발안리 307,2003,2852 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
587,어린이공원,남부,도이 어린이공원,향남읍 행정리 483,2009,2398 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
588,어린이공원,남부,돌내 어린이공원,향남읍 행정리 517,2009,1671 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
589,어린이공원,남부,무궁화 어린이공원,향남읍 발안리 296,2003,4050 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
590,어린이공원,남부,미소 어린이공원,향남읍 장짐리 235,2007,1585 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
591,어린이공원,남부,배틀 어린이공원,향남읍 발안리 263,2003,2483 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
592,어린이공원,남부,벌말 어린이공원,향남읍 행정리 423,2009,6489 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
593,어린이공원,남부,상신리 어린이공원,향남읍 상신리 1229-6,2016,367 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
594,어린이공원,남부,송곡 어린이공원,향남읍 행정리 454,2009,4290 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
595,어린이공원,남부,작은배틀 어린이공원,향남읍 행정리 464,2009,3346 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
596,어린이공원,남부,장짐 어린이공원,"향남읍 장짐리 200-6,284-9,10,17,27,285-1,6",2009,6212 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
597,어린이공원,남부,조암 2호 어린이공원,우정읍 조암리 790,2009,8401 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
598,어린이공원,서부,조암 3호 어린이공원,우정읍 조암리 792-1,2009,3717 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
599,어린이공원,서부,조암 4호 어린이공원,우정읍 조암리 798-11,2009,2535 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
600,어린이공원,서부,조암 5호 어린이공원,우정읍 조암리 808-3,2009,1497 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
601,어린이공원,서부,조암 어린이공원,우정읍 조암리 266-51,2009,2089 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
602,어린이공원,남부,행정 어린이공원,향남읍 행정리 495-14,2009,1789 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
603,어린이공원,남부,향남2지구 10호 어린이공원(미름달공원),향남읍 상신리 1330-1,2016,1919 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
604,어린이공원,남부,향남2지구 11호 어린이공원(해솟음달공원),향남읍 상신리 1319,2016,1502 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
605,어린이공원,남부,향남2지구 1호 어린이공원(견우직녀달공원),향남읍 하길리 1441-3,2016,1502 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
606,어린이공원,남부,향남2지구 2호 어린이공원(누리달공원),향남읍 하길리 1452,2016,1593 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
607,어린이공원,남부,향남2지구 3호 어린이공원(타오름공원),향남읍 하길리 1476,2016,1923 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
608,어린이공원,남부,향남2지구 4호 어린이공원(푸른달공원),향남읍 하길리 1505-1,2016,2020 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
609,어린이공원,남부,향남2지구 5호 어린이공원(잎새달공원),향남읍 상신리 1274,2016,1503 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
610,어린이공원,남부,향남2지구 6호 어린이공원(물오름달공원),향남읍 상신리 1264,2016,1551 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
611,어린이공원,남부,향남2지구 7호 어린이공원(열매달공원),향남읍 상신리 1289-5,2016,1548 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
612,어린이공원,남부,향남2지구 8호 어린이공원(시샘달공원),향남읍 상신리 1301-11,2016,1782 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
613,어린이공원,남부,향남2지구 9호 어린이공원(하늘연달공원),향남읍 상신리 1329-2,2016,2000 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
614,소공원,남부,발안유적공원,향남읍 발안리 306,2012,1575 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
615,소공원,서부,수촌소공원,장안면 수촌리 1018-7,2013,2855 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
616,소공원,서부,알음공원,"장안면 독정리 276-27, 276-40",2012,3035 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
617,소공원,남부,완두콩 소공원,향남읍 장짐리 213-26,2007,273 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
618,소공원,남부,요당2지구 소공원,얌감면 신왕리 1000-33,2022,2650 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
619,소공원,남부,요당지구 소공원,양감면 요당리 102,2016,7373 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
620,소공원,서부,장안(금의)산단 소공원,장안면 금의리 761-1,2007,3061 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
621,소공원,서부,주곡문화공원,우정읍 주곡리 932,2013,2879 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
622,소공원,남부,향남2지구 소공원 1호,향남읍 상신리 1249-2,2016,631 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
623,체육공원,서부,장안남산체육공원,장안면 사랑리 689,2017,37750 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
624,체육공원,남부,향남2지구 3호주제(화합체육공원),향남읍 상신리 1254,2016,42442 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
625,문화공원,남부,매향리 평화생태공원,우정읍 고온리안길 24-11,2020,335536 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
626,문화공원,남부,향남2지구 1호주제(하길문화공원),향남읍 하길리 1508 일원,2016,19711 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
627,문화공원,남부,향남2지구 2호주제(풍경공원 경관작물),향남읍 하길리 1508 일원,2016,43298 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
628,쌈지공원,남부,구문천3리 쌈지공원,구문천리 604-167일원,2017,369 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
629,쌈지공원,남부,구장 쌈지공원,구장리 1029-13,2020,586 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
630,쌈지공원,남부,구장리 코리요놀이터,구장리 783-1 일원,2019,546 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
631,쌈지공원,남부,상신 2리 쌈지공원,향남읍 상신리 942-6,2019,180 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
632,쌈지공원,남부,상신 3리 쌈지공원,향남읍 상신리 654-1,2019,192 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
633,쌈지공원,남부,양감쌈지공원1호,양감면 신왕리 678-5,2008,150 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
634,쌈지공원,남부,양감쌈지공원2호,"양감면 사창리 1039-48, 49, 50, 52",2015,600 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
635,쌈지공원,남부,제암리 쌈지공원,"향남읍 제암리 478-1일원,478-28일원",2005,2353 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
636,쌈지공원,남부,향남 쌈지공원(궁도장),향남읍 도이리 240-3일원,2017,1050 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
637,공공공지,서부,조암 1호 공공공지,우정읍 조암리 793,2009,45 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
638,공공공지,서부,조암 2호 공공공지,"우정읍 조암리 798,798-12",2009,290 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
639,공공공지,서부,조암 3호 공공공지,"우정읍 조암리 794,794-8",2009,990 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
640,공공공지,남부,평리 공공공지,향남읍 평리 123-3일원,2018,652 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
641,공공공지,남부,향남2지구 1호 공공공지,향남읍 하길리 1529-1,2016,369 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
642,공공공지,남부,향남2지구 2-1호 공공공지,"향남읍 하길리 1444-2, 4",2016,3125 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
643,공공공지,남부,향남2지구 2호 공공공지,향남읍 하길리 1531,2016,474 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
644,공공공지,남부,향남2지구 3호 공공공지,향남읍 하길리 1544,2016,395 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
645,공공공지,남부,향남2지구 4호 공공공지,향남읍 하길리 1539-2,2016,373 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
646,공공공지,남부,향남2지구 5호 공공공지,향남읍 하길리 1537-8,2016,373 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
647,공공공지,남부,향남2지구 6호 공공공지,향남읍 하길리 1551,2016,405 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
648,공공공지,남부,향남2지구 7호 공공공지,향남읍 하길리 1547-23,2016,391 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
649,공공공지,남부,향남2지구 주택단지 공공공지,향남읍 하길리 1455-7,2016,90 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
650,광장,남부,향남2지구 1호광장,"향남읍 하길리 1468,1469,1486,1492-1",2016,22578 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
651,광장,남부,향남2지구 2호광장,향남읍 상신리 1320-6,2016,728 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
652,근린공원,중부,내리숲공원(내리지구),봉담읍 내리 547,2024,14671 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
653,어린이공원,중부,꽃망울어린이공원(내리지구),봉담읍 내리 562-3,2024,1703 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
654,소공원,중부,햇살 소공원(내리지구),봉담읍 내리 330-8,2024,2015 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
655,소공원,중부,앞들 소공원(내리지구),봉담읍 내리 433,2024,1390 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
656,소공원,중부,능골 소공원(내리지구),봉담읍 내리 476-2,2024,1301 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
657,공공공지,중부,내리지구 공공공지 1호,봉담읍 내리 562-2,2024,1140 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
658,공공공지,중부,내리지구 공공공지 2호,봉담읍 내리 537-1,2024,845 ,화성도시공사 공원관리2부,031-8059-6433,2024-12-31
